id,date,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
16677,14-04-2011 10.54,North,Search,General,Premium,30.6,2.55,0.462,553,11149,0.014,2.62,0.366025404,28,7621.61,143.7997617
16678,17-05-2010 15.54,North,Email,Stationery,Premium,10.2,0.85,0.1977,93,1466,0.085,6.78,-0.366025404,28,2336.58,123.4325241
16679,26-07-2010 10.03,Norht,Search,General,Standard,19.8,1.65,0.0682,521,17077,0.0345,0.2,-1.366025404,7,19.8,140.6777934
16680,19-08-2010 15.45,Central,Social Media,General,Premium,13.92,0.29,0.302,275,5803,0.0462,6.38,-1.366025404,90,2376.64,246.6031469
16681,29-09-2011 9.16,North,TV,Storage,Premium,41.6,2.08,0.321,377,6192,0.1139,3.77,-1,,9498.91,101.4627145
16682,10-10-2010 11.41,North,Search,General,Premium,3.75,3.75,0.2622,41,618,0.0057,2.5,-0.366025404,14,2011.92,65.10157986
16683,16-06-2010 12.16,North,Search,Stationery,Premium,4.95,4.95,0.3185,129,1811,0.029,5.62,-1,90,225.95,55.90501993
16684,23-03-2010 10.23,North,Social Media,Storage,Premium,15,3.75,0.0269,285,5262,,4.28,1,7,761.68,135.7626936
16685,24-08-2010 14.26,North,Search,Seasonal,Standard,15.9,239.6050091,0.1599,130,2827,0.0028,8.61,-1.366025404,90,669.1,25.30193564
16686,29-01-2010 12.35,North,Search,Kitchen,Premium,2.5,1.25,0.168,70,4687,0.0461,6.56,1.366025404,60,904.37,119.6937453
16687,20-09-2010 12.54,North,Influencer,Storage,Premium,4.95,1.65,0.0452,142,1462,0.1104,8.31,-1,21,2794.32,147.1625483
16688,07-09-2011 13.19,North,TV,General,Premium,14.85,187.1950641,0.1317,573,27177,0.0645,1.19,-1,,6769.97,64.30304595
16689,04-10-2011 14.33,North,TV,Storage,Premium,3.75,3.75,0.5087,278,4378,0.1398,5.53,-0.366025404,21,632.63,71.22483293
16690,24-01-2010 12.27,North,Affiliate,General,Budget,3.75,1.25,0.0878,167,8370,0.0033,2.97,1.366025404,,158.6,133.5622644
16691,21-06-2010 9.56,North,TV,General,Premium,4.95,4.95,0.2467,290,4146,0.1149,4.02,-1,21,1627.92,61.68269441
16692,10-11-2011 12.32,North,TV,General,Premium,15,1.25,0.3243,201,3116,0.0526,1.1,0.366025404,21,5423.24,141.3365676
16693,06-12-2010 12.47,North,TV,Seasonal,Premium,59,2.95,0.1059,252,2849,0.0238,5.46,1,14,563.76,108.4560074
16694,21-10-2010 16.20,North,Social Media,General,Premium,15,3.75,0.6,404,3006,0.0718,0.74,-0.366025404,7,,132.8299051
16695,27-10-2010 14.14,North,TV,General,Budget,756.4677745,3.75,0.2198,57,869,0.0092,3.46,-0.366025404,60,71.5,85.51519147
16696,10-02-2011 14.51,North,Affiliate,General,Standard,17.7,2.95,0.1646,122,1554,0.012,2.36,1.366025404,60,130.54,98.16033257
16697,13-09-2011 15.57,North,Email,Stationery,Premium,2.5,1.25,0.1205,54,1962,0.1137,5.95,-1,30,,101.7258405
16698,08-06-2011 12.40,North,Email,Seasonal,Premium,17.4,1.45,0.5992,379,7889,0.0268,2.03,-1,28,21916.73,114.9632572
16699,14-11-2010 10.56,North,Affiliate,General,Standard,1.45,1.45,0.0776,150,6081,0.0106,4.53,0.366025404,60,166.94,108.744647
16700,25-07-2011 12.09,North,Influencer,Kitchen,Premium,16.5,1.65,0.1233,351,7027,0.0142,6.73,-1.366025404,28,47731.4,119.0698048
16701,04-08-2011 12.13,North,TV,Storage,Premium,20.8,2.08,0.3141,506,16484,0.1428,5.52,-1.366025404,14,,104.3143896
16702,01-06-2010 10.50,North,Email,General,Premium,375,3.75,0.0488,894,27684,0.0441,7.76,-1,,3400,72.94178489
16703,16-06-2011 19.59,North,Affiliate,General,Premium,4.15,4.15,0.0947,426,7168,0.1008,1.78,-1,7,43220.33,111.2505765
16704,05-03-2010 10.37,North,Search,General,Premium,20.4,2.55,0.2937,121,1593,0.0333,3.48,1,28,874.06,126.7618769
16705,18-11-2010 10.33,North,Email,General,Premium,2.1,2.1,0.0168,185,1997,0.084,1.54,0.366025404,14,,131.4424365
16706,29-09-2011 13.38,North,Affiliate,Kitchen,Standard,17.7,2.95,,524,6473,0.1031,6.43,-1,14,847.55,87.67589255
16707,26-11-2010 10.24,North,Affiliate,Storage,Standard,14.85,4.95,0.2389,135,3100,0.071,4.32,0.366025404,14,1846.35,94.09204716
16708,02-12-2010 11.35,North,Affiliate,General,Premium,2.1,2.1,0.1084,521,14058,0.021,5.97,1,14,4680.81,107.0145965
16709,21-12-2009 11.08,North,TV,Kitchen,Premium,3.75,3.75,0.041,200,4086,0.1171,4.29,1,90,1689.44,108.630646
16710,04-11-2010 18.34,North,Email,General,Premium,20.16,0.42,,34,470,0.1301,2.51,0.366025404,21,3610.61,169.6533968
16711,18-10-2011 12.07,North,Social Media,Seasonal,Premium,7.6,0.38,0.1707,20,720,0.0129,5.92,-0.366025404,90,1520.04,135.0906167
16712,27-10-2011 19.56,North,Influencer,Lighting,Premium,1.58,0.79,0.1843,97,1218,0.0074,2.38,-0.366025404,28,244.59,146.0046871
16713,10-09-2010 15.57,North,Search,General,Premium,,0.85,0.0591,798,6977,0.2704,5,-1,60,3918.46,288.3498207
16714,16-11-2011 10.34,North,TV,Stationery,Premium,19.5,1.95,0.1073,282,6967,0.0306,3.07,0.366025404,14,7944.96,121.4026951
16715,19-10-2010 12.48,North,Affiliate,General,Premium,12.6,2.1,0.2637,566,6303,0.0311,3.68,-0.366025404,60,2283.88,109.6711356
16716,04-07-2010 11.40,North,TV,Stationery,Standard,5.04,0.42,0.1067,80,1245,0.0529,5.18,-1.366025404,30,781.58,129.4685717
16717,05-05-2010 9.35,North,Search,General,Standard,15,1.25,0.1995,200,4890,0.008,4.58,-0.366025404,14,242.5,130.957268
16718,21-06-2011 16.13,NORTH,Email,General,Premium,8.25,1.65,0.1312,204,2844,0.0502,3.05,-1,28,1418.09,111.533223
16719,14-02-2011 15.43,North,Social Media,Stationery,Premium,1.25,1.25,0.3374,103,2217,0.0053,4.06,1.366025404,7,21938.33,89.58186618
16720,13-12-2009 10.54,North,Search,Stationery,Premium,3.75,3.75,0.1292,447,10407,0.0584,3.17,1,14,874.71,131.8660789
16721,04-11-2011 15.08,north ,TV,General,Premium,1.45,1.45,0.1281,278,6165,0.0499,5.03,0.366025404,28,61773.26,110.4643946
16722,17-02-2011 11.01,North,Social Media,Seasonal,Premium,19.8,1.65,0.3807,886,30950,0.0314,2.75,1.366025404,28,166305.62,173.1410753
16723,07-09-2011 16.27,North,Social Media,General,Premium,12.48,2.08,0.2744,53,2950,0.0099,0.85,-1,28,1291.03,89.95725363
16724,08-10-2010 15.40,North,Search,General,Premium,67.5,6.75,0.103,279,6441,0.0269,1.8,-0.366025404,60,1266.08,128.2128333
16725,15-02-2010 11.57,East,Email,General,Premium,864,0.3,0.2327,29,225,0.0276,,1.366025404,21,22727.26,182.7577454
16726,18-04-2011 17.29,North,Affiliate,Kitchen,Premium,2.55,2.55,0.201,324,12936,0.0036,2.82,0.366025404,30,684.64,105.4919003
16727,10-03-2011 15.01,North,Influencer,General,Premium,2.55,2.55,0.2576,33,764,0.0037,5.88,1,21,35800.64,71.31908479
16728,11-04-2010 10.30,North,TV,General,Premium,17.7,2.95,0.3477,631,13228,0.014,6.37,0.366025404,90,963.08,91.45732899
16729,05-12-2011 12.51,North,Email,Stationery,Premium,1.25,1.25,0.335,641,8752,0.2124,1.74,1,7,1504.09,189.3978869
16730,01-12-2011 8.34,North,Social Media,General,Standard,15.3,2.55,0.07,398,14184,0.0192,3.9,1,21,949.07,144.7913115
16731,24-11-2011 12.30,East,Social Media,General,Premium,24.9,4.15,0.5088,323,4969,0.0538,6.38,0.366025404,30,7610.9,102.9963053
16732,19-03-2010 10.11,North,Search,Storage,Premium,10.5,0.42,0.0893,348,7809,0.0172,3.82,1,30,345.3,274.3864714
16733,01-04-2010 13.54,North,Search,Storage,Premium,1.7,0.85,0.1841,21,481,0.0406,4.08,0.366025404,30,693.78,105.4245356
16734,04-07-2010 10.36,North,Social Media,General,Premium,3.75,3.75,0.162,106,2334,0.0411,5.14,-1.366025404,14,2113.89,76.95428002
16735,03-10-2010 15.30,North,Email,General,Premium,11.25,3.75,0.0241,404,6415,0.0007,5.41,-0.366025404,90,1761.23,113.4171559
16736,28-07-2011 11.18,North,Influencer,Seasonal,Premium,39.8,9.95,0.0154,420,3926,0.1294,4.75,-1.366025404,7,5165.06,90.4038504
16737,10-11-2010 10.13,North,Affiliate,Seasonal,Premium,2.5,1.25,0.2743,662,15271,0.0252,4.33,0.366025404,14,781.68,140.6598438
16738,04-12-2009 12.36,North,Affiliate,General,Premium,25.2,2.1,0.2321,598,11662,0.0261,2.03,1,28,519.93,138.5174418
16739,21-02-2011 14.58,North,Email,General,Premium,25.5,12.75,0.0911,92,1307,0.0212,2.56,1.366025404,28,2828.73,96.84276029
16740,23-11-2010 17.51,North,Social Media,General,Premium,15,1.25,0.1875,293,13616,0.0391,2.9,0.366025404,28,3560.8,182.8115981
16741,14-11-2011 12.47,North,TV,General,Budget,8.25,1.65,0.0439,336,14016,0.0601,5.11,0.366025404,28,,141.0366751
16742,16-07-2010 16.07,North,Email,Storage,Standard,,34.95,0.0541,151,2539,0.1367,3.69,-1.366025404,90,195.45,82.77681044
16743,27-11-2011 15.02,North,Social Media,General,Standard,2.55,0.85,0.5447,47,776,0.055,4.88,0.366025404,28,196.14,94.20869058
16744,23-01-2011 10.43,north ,Influencer,Storage,Premium,81.6,2.55,0.1148,1490,33682,0.1542,4.73,1.366025404,28,2108.67,235.2684899
16745,14-09-2011 14.26,North,Affiliate,Stationery,Standard,5.04,0.42,0.1381,209,8433,0.0543,6.18,-1,28,336.31,181.5335185
16746,17-10-2010 13.16,North,Email,General,Standard,25.5,2.55,0.0618,101,2718,0.1332,7.58,-0.366025404,28,231.25,119.335659
16747,16-02-2010 13.49,North,Email,Storage,Premium,8.5,4.25,0.3318,228,3745,0.0095,6.24,1.366025404,90,38.15,73.96151139
16748,23-10-2011 13.49,North,Search,Seasonal,Premium,0.83,0.83,0.0304,128,3291,0.0317,5.46,-0.366025404,28,4898.91,146.7517485
16749,20-09-2011 9.24,north,Email,General,Premium,9.96,0.83,0.0569,76,3279,0.0241,5.37,-1,90,2581.02,120.7778355
16750,25-09-2011 12.22,North,Email,Kitchen,Premium,17,8.5,0.1924,579,19471,0.0689,4.3,-1,21,4874.35,65.70840969
16751,17-09-2010 12.54,North,Affiliate,Storage,Premium,4.95,1.65,0.2648,426,5321,0.0209,4.6,-1,7,2561.64,97.51773383
16752,20-07-2010 9.45,North,TV,General,Standard,30,1.25,0.1342,249,7780,0.1802,6.29,-1.366025404,21,101.4,101.7661552
16753,28-06-2010 12.04,North,Search,General,Premium,17.85,5.95,0.2983,361,4210,0.0711,8.5,-1,,1333.33,71.89624418
16754,29-11-2011 11.32,North,Affiliate,General,Premium,4.2,2.1,0.1335,566,10065,0.0543,,0.366025404,30,6503.25,123.0083378
16755,03-11-2011 16.30,North,Email,Storage,Premium,1.7,0.85,0.2415,601,14116,0.0498,4.26,0.366025404,60,885.67,200.6592435
16756,07-02-2011 11.42,North,Email,General,Premium,8.7,1.45,0.1974,406,4962,0.0274,8.4,1.366025404,21,4048.49,120.4629335
16757,02-12-2010 16.46,North,Email,General,Premium,16.95,16.95,0.1306,189,5926,0.023,5.02,1,14,639.13,75.97541683
16758,19-06-2011 12.10,North,Search,General,Premium,15,1.25,0.6,431,15624,0.1095,3.4,-1,90,2639.03,147.631453
16759,06-06-2010 11.35,Norht,TV,General,Premium,1.45,1.45,0.1618,105,1141,0.0037,4.93,-1,90,2774,82.02984195
16760,17-11-2011 13.59,North,Email,General,Premium,15,1.25,0.1886,95,1941,0.0125,4.29,0.366025404,7,3663.56,113.9970539
16761,12-10-2011 10.35,North,Social Media,General,Premium,45,3.75,0.1677,362,1811,0.0113,1.4,-0.366025404,30,1223.46,136.7955764
16762,02-12-2011 9.19,North,Email,Storage,Premium,25,12.5,0.1544,80,709,0.0307,5.14,1,90,24865.82,93.1365828
16763,29-09-2011 17.52,North,Affiliate,Storage,Standard,17.7,2.95,0.0491,401,20967,0.0094,2.39,-1,7,822.88,71.5080824
16764,05-08-2010 19.22,North,Affiliate,Stationery,Premium,1484.433742,0.85,0.4398,73,1161,0.1576,2.83,-1.366025404,21,321.04,78.15504592
16765,17-03-2011 15.47,North,Search,Storage,Premium,11.8,2.95,0.1588,,18138,0.04,8.07,1,21,871.55,115.5729236
16766,30-06-2011 20.08,North,Email,Stationery,Budget,5.04,0.42,0.2207,148,1515,0.1846,3.43,-1,60,111.12,204.3884804
16767,12-05-2011 15.26,North,Social Media,General,Premium,3.9,1.95,0.2525,98,1136,0.0876,4.88,-0.366025404,,3935.55,116.8071573
16768,25-11-2011 11.02,North,Search,General,Budget,3.75,3.75,0.2127,195,5091,0.07,2.42,0.366025404,21,143.48,123.9066926
16769,21-10-2010 12.53,North,Email,Lighting,Premium,4.95,4.95,0.1533,60,2870,0.0482,,-0.366025404,90,15849.38,95.26770467
16770,04-03-2011 14.13,North,Search,Stationery,Standard,2.55,2.55,0.0262,60,1599,0.0566,2.98,1,28,376.97,123.6042047
16771,31-08-2010 15.28,Norht,Search,Storage,Premium,1.95,1.95,0.1422,456,8732,0.022,6.24,-1.366025404,28,1483.89,98.14988443
16772,09-06-2011 17.37,North,Social Media,General,Premium,2.88,0.12,0.3435,80,2536,,2.44,-1,60,2490.76,372.6078182
16773,07-09-2011 15.52,North,Social Media,Storage,Premium,10.4,2.08,0.1304,377,5707,0.002,7.64,-1,90,3431.54,110.861896
16774,19-09-2010 14.55,North,Email,Stationery,Premium,25,1.25,0.0678,216,4072,0.0709,6.27,-1,14,1068.77,123.601006
16775,08-12-2011 13.46,north,Affiliate,Stationery,Premium,5.04,0.42,0.3443,125,3930,0.0713,5.08,1,21,4458.37,179.0622668
16776,02-12-2010 15.03,North,Social Media,Storage,Premium,15,3.75,0.6,187,2448,0.0471,4.61,1,28,417.95,115.3088175
16777,26-04-2010 13.54,North,social Media,General,Premium,15.95,15.95,0.3898,269,3926,0.0516,,0.366025404,28,43447.52,107.5535569
16778,02-12-2010 10.39,North,Affiliate,Stationery,Premium,15,1.25,0.1676,107,2371,0.0437,1.76,1,60,8552.4,145.0975962
16779,05-12-2009 14.57,North,Social Media,General,Premium,9.95,9.95,0.3797,423,15708,0.0411,2.4,1,14,338.24,97.90320139
16780,09-08-2011 12.07,North,Search,Storage,Premium,4.5,2.25,0.1372,109,1862,0.2207,4.48,-1.366025404,7,11506.36,154.7569717
16781,10-08-2010 16.10,North,Affiliate,Seasonal,Premium,457.92,1.06,0.3373,662,24021,0.049,3.67,-1.366025404,30,149247.61,114.4643589
16782,13-10-2011 14.47,North,Search,Lighting,Premium,25,180.6008727,0.4604,,3747,0.0418,,-0.366025404,90,1092.44,59.81572579
16783,28-10-2010 9.27,North,Email,General,Premium,30,1.25,0.3661,96,1460,0.0128,5.7,-0.366025404,28,1357.96,98.7972862
16784,14-12-2009 13.36,North,TV,General,Premium,34.8,1.45,0.231,168,2947,0.05,3.74,1,14,,116.5148437
16785,06-07-2010 16.14,North,Affiliate,Stationery,Standard,51,8.5,0.46,583,10535,0.003,4.29,-1.366025404,,1598.84,26.37651224
16786,03-10-2011 11.24,North,TV,Storage,Premium,9.28,2.32,0.2973,536,10709,0.0264,4.56,-0.366025404,7,,83.78106291
16787,19-07-2010 12.53,North,Email,General,Premium,17.7,2.95,0.0248,631,8657,0.022,4.16,-1.366025404,90,17377.84,96.1796763
16788,06-12-2009 12.10,North,TV,Kitchen,Premium,0.85,0.85,0.0728,328,17180,0.0517,4.26,1,14,77.45,121.6510633
16789,31-08-2011 14.35,North,Search,General,Standard,9.9,1.65,0.0471,440,5965,0.1772,3.59,-1.366025404,14,26.57,143.0141904
16790,23-11-2010 14.50,North,SocialMedia,General,Premium,1.65,1.65,0.3195,181,3875,0.0178,3.02,0.366025404,14,4006.32,129.7329686
16791,12-07-2011 12.02,North,Email,Storage,Premium,16.5,1.65,,305,4880,0.0152,2.32,-1.366025404,,8207.34,104.0129078
16792,18-11-2011 12.49,North,Affiliate,General,Premium,25.2,2.1,0.5825,521,11061,,7.44,0.366025404,14,14046.59,113.5509851
16793,09-12-2010 13.24,North,Search,General,Premium,5.95,5.95,0.2626,275,4174,0.046,1.61,1,21,4900.33,113.8777355
16794,10-12-2009 16.30,North,TV,Lighting,Budget,9.9,4.95,0.2278,14,293,0.0365,6.61,1,,117.51,56.51270498
16795,04-11-2010 14.26,North,Email,Kitchen,Standard,35.4,2.95,0.1898,120,2783,0.0232,3.33,0.366025404,90,1083.12,129.4953239
16796,16-02-2010 12.13,North,Influencer,Lighting,Premium,2.55,2.55,0.3369,51,902,0.0032,2.01,1.366025404,30,584.71,97.35073422
16797,09-06-2010 15.53,North,Search,Storage,Premium,15,1.25,0.5291,490,10367,0.0488,4.37,-1,,1203.6,121.1086102
16798,16-08-2010 11.27,North,Social Media,General,Premium,17.4,1.45,0.2178,137,1709,0.1201,5.64,-1.366025404,90,2629.84,130.4484321
16799,28-08-2011 12.29,North,Email,Stationery,Premium,5.04,0.42,0.0345,118,2345,0.0569,6.16,-1.366025404,28,3166.84,179.9937388
16800,02-12-2010 15.46,North,Social Media,Storage,Premium,2.1,2.1,0.1151,102,1767,0.0071,3.22,1,30,1019.8,108.1553344
16801,18-11-2011 13.18,North,Social Media,General,Premium,15,1.25,0.2143,180,2864,0.0228,6.91,0.366025404,90,9075.86,161.883704
16802,07-12-2011,North,Social Media,General,Premium,16.5,8.25,0.23,378,6554,0.0093,3.45,1,21,6666.491,105.9193619
16803,25-08-2011 17.22,North,Email,General,Premium,10.08,0.42,0.6,146,2710,0.0004,3.59,-1.366025404,30,6493.09,134.2457099
16804,12-07-2010 13.32,North,Social Media,Lighting,Premium,7.5,1.25,0.0203,593,16574,0.2143,2.22,-1.366025404,30,1418.58,224.1631248
16805,24-10-2010 13.28,North,TV,Storage,Budget,3.9,1.95,0.4125,386,2929,0.0275,1.85,-0.366025404,14,,112.0278075
16806,13-07-2011 17.03,North,Affiliate,Seasonal,Premium,58,1.45,0.0497,886,20593,0.048,7.45,-1.366025404,60,3236.24,134.8427276
16807,10-10-2011 9.14,North,Social Media,General,Premium,15,3.75,0.1681,198,2625,0.0753,2.64,-0.366025404,7,2359,108.7892185
16808,14-06-2010 9.40,East,Search,Stationery,Premium,35,35,0.6,405,11126,0.1764,3,-1,7,189.14,64.04252661
16809,02-02-2010 16.42,North,Influencer,General,Premium,20.4,2.55,0.1466,122,1594,0.069,2.3,1.366025404,7,123.53,142.5825416
16810,03-02-2011 10.41,East,Social Media,General,Premium,15.3,2.55,0.0421,61,1562,0.0549,6.73,1.366025404,7,224.2,95.87417932
16811,25-10-2010 14.01,North,Influencer,Storage,Premium,2.55,2.55,0.4381,267,2950,0.059,5.28,-0.366025404,60,4743.07,118.9246127
16812,25-10-2010,Norht,TV,General,Premium,,1.45,0.1288,420,16270,0.1108,0.55,-0.366025404,,116.71,143.7364843
16813,27-07-2010 16.22,North,Email,General,Premium,1.25,1.25,0.1362,88,2246,0.1173,2.56,-1.366025404,28,872.29,120.3657945
16814,07-03-2010 14.31,North,Email,General,Premium,0.84,0.42,0.5679,64,1796,,6.83,1,,358.39,121.1528739
16815,30-04-2010 17.18,North,Social Media,General,Budget,9.45,1.05,0.0719,43,690,0.0616,4.48,0.366025404,60,16.94,139.0700523
16816,06-06-2011 12.22,North,Search,Storage,Premium,9.9,4.95,0.6,172,2956,0.012,,-1,90,3602.69,39.24885163
16817,29-06-2010 10.54,North,Social Media,Seasonal,Premium,70.8,2.95,0.256,874,11801,0.0344,3.87,-1,7,24178.71,92.82713806
16818,18-02-2010 17.29,North,Affiliate,Stationery,Premium,5.04,0.42,0.238,140,3505,0.0125,2.84,1.366025404,60,6097.1,199.761318
16819,07-12-2010 15.54,North,Email,General,Premium,3.75,3.75,0.2379,29,1175,0.0325,6.45,1,7,2201.86,57.32168109
16820,01-12-2009 11.21,North,Email,Stationery,Premium,1.25,1.25,0.386,122,1332,0.0275,1.93,1,21,716.07,111.0549313
16821,07-08-2011 15.43,North,Social Media,Seasonal,Premium,17.7,2.95,0.045,827,9956,0.0488,1.84,-1.366025404,60,9633.11,152.6676622
16822,03-11-2010 15.39,North,Email,Seasonal,Standard,17.7,2.95,0.2942,874,6713,0.0649,6.64,0.366025404,28,247.56,119.4190036
16823,18-11-2011 13.43,North,Email,Seasonal,Standard,2.95,2.95,0.343,350,7026,,5.22,0.366025404,28,313.87,98.5103562
16824,14-01-2010 10.04,North,Social Media,General,Premium,15,3.75,0.2012,426,7356,0.0334,2.93,1.366025404,90,214.64,141.1706779
16825,17-03-2011 13.20,North,TV,General,Premium,6.25,1.25,0.3636,231,8800,0.0256,5.67,1,90,358.57,102.2851117
16826,12-06-2011 15.14,North,Email,Seasonal,Premium,3.3,1.65,0.2561,231,5354,0.0061,2.59,-1,90,3279.4,111.5015266
16827,18-08-2010 13.56,North,Social Media,Seasonal,Premium,17.4,1.45,0.5162,582,16608,0.0084,6.83,-1.366025404,,250.2,98.10562214
16828,03-08-2010 12.49,North,Social Media,General,Premium,19.8,4.95,0.4385,,14074,0.0737,6.18,-1.366025404,30,284.55,42.40974084
16829,14-11-2011 11.02,North,Influencer,Seasonal,Premium,20.4,0.85,0.241,384,3920,0.0561,3.21,0.366025404,90,13548.84,242.8872791
16830,11-10-2011 10.16,North,TV,Stationery,Standard,17.7,2.95,0.1318,47,445,0.0578,4.85,-0.366025404,,1134.03,67.69839683
16831,16-12-2009 11.23,North,Affiliate,General,Premium,14.85,4.95,,1137,24930,0.0124,0.9,1,14,708.75,131.6128196
16832,14-06-2010 9.40,East,Social Media,General,Premium,1573.314895,1.65,0.2609,186,4429,0.0192,2.24,-1,28,300.44,104.044498
16833,30-08-2011 16.53,North,TV,Stationery,Premium,10.5,0.42,0.2254,190,6603,0.0179,5.93,-1.366025404,60,5473.38,145.7034091
16834,14-01-2010 10.35,NORTH,Influencer,General,Premium,15,1.25,0.2057,191,4251,0.0752,2.87,1.366025404,7,186.6,165.3884496
16835,11-03-2010 14.23,North,Influencer,General,Premium,8.64,0.72,0.1869,117,2311,0.0309,5.27,1,28,1338.58,184.9842829
16836,02-12-2009 12.06,North,Email,Storage,Standard,7.5,3.75,0.1042,118,2423,0.01,1.84,1,,341.19,114.0159223
16837,19-07-2010 10.04,North,Search,Storage,Premium,106,1.06,0.0968,428,17988,0.1812,1.03,-1.366025404,90,13322.54,224.1517668
16838,25-08-2011 10.32,North,Email,Storage,Premium,61.2,2.55,0.1152,406,2426,0.0889,0.62,-1.366025404,90,28516.73,147.625294
16839,09-11-2010 13.00,North,Influencer,Storage,Premium,2.95,2.95,0.1792,351,11714,0.0145,3.38,0.366025404,60,,133.3840316
16840,27-03-2011 11.02,North,Social Media,General,Premium,30.6,2.55,0.24,601,6693,0.0755,4.1,1,90,8373.89,205.4316341
16841,11-11-2010 14.30,North,Search,General,Premium,5.85,0.65,0.1337,136,4302,0.0379,4.55,0.366025404,14,1143.85,182.0219698
16842,02-06-2011 9.04,North,TV,General,Premium,3.4,0.85,0.0519,93,1345,0.0177,4.36,-1,14,25665,90.84319689
16843,30-04-2010 15.57,North,Social Media,Kitchen,Premium,8.5,8.5,0.6,200,8505,0.0792,2.27,0.366025404,21,7508.35,111.2321881
16844,15-08-2010 10.28,Norht,Email,General,Premium,3.48,0.29,0.2126,319,14633,0.117,4.75,-1.366025404,21,1925.88,287.5159721
16845,01-03-2011 12.46,North,Social Media,General,Premium,3.75,3.75,0.2419,389,5527,0.0184,1.29,1,30,1647.2,125.8765048
16846,23-10-2011 15.11,North,Search,Storage,Premium,5,1.25,0.3109,500,8115,0.0328,4.01,-0.366025404,60,59597.85,163.9806113
16847,10-12-2009 11.55,North,Social Media,Storage,Premium,3.48,0.29,0.5722,4,102,0.0806,4.15,1,21,39.47,66.12296639
16848,13-01-2011 10.43,North,Search,Storage,Premium,12.6,2.1,0.0753,364,6681,0.014,5.11,1.366025404,,3351.95,151.741847
16849,24-11-2010 12.04,North,Search,General,Premium,11.7,0.65,0.2053,309,4177,0.0735,1.88,0.366025404,7,2080.81,237.2066923
16850,28-07-2011 15.16,North,TV,Storage,Premium,100.8,0.42,0.2823,570,7728,0.0122,4.67,-1.366025404,90,208832.08,189.2860576
16851,19-03-2010 14.02,North,Social Media,General,Premium,7.5,1.25,0.1655,278,3041,0.0553,5.49,1,28,7.5,152.8829033
16852,25-10-2011 8.51,North,Affiliate,General,Premium,24.96,187.962284,0.2787,96,1398,0.0858,4.6,-0.366025404,7,2138.97,65.95148082
